variant,ticker,trade_date,market_regime,open,high,low,close,volume,breakout_level,stop_price_breakout,stop_price_atr14,ret_10d_net,ret_20d_net
breakout_volume_strong,1229,2025-08-28,bull,48.85,50.2,48.6,49.75,2616439,49.5,48.357,47.61071428571429,-0.052476984126984184,-0.037596031746031745
breakout_volume_strong,1295,2025-06-06,range,90.1,96.9,89.6,96.9,2993617,90.0,89.152,84.55,0.1900262886597938,0.23641804123711344
breakout_volume_strong,1295,2025-06-09,range,97.0,106.5,95.1,106.5,2462938,96.9,94.6245,89.44999999999999,0.1655785714285715,0.17034047619047624
breakout_volume_strong,1295,2025-09-05,bull,150.0,156.0,146.5,156.0,3387607,152.0,145.7675,137.78571428571428,-0.14687564102564107,-0.2782858974358975
breakout_volume_strong,1301,2025-07-23,bull,39.0,40.4,38.8,40.2,34691734,39.8,38.605999999999995,37.51785714285714,-0.06003719211822665,-0.06742635467980293
breakout_volume_strong,1301,2025-07-30,range,39.05,42.65,39.05,42.65,64585068,40.9,38.854749999999996,37.324999999999996,-0.09507363847045189,-0.0788511587485515
breakout_volume_strong,1301,2025-11-12,bear,40.2,41.9,39.6,41.35,55869588,41.25,39.402,38.285714285714285,-0.05174371980676327,-0.044497342995169144
breakout_volume_strong,1301,2026-01-26,bull,44.9,48.8,44.85,48.8,89416465,45.0,44.625750000000004,42.85,-0.0947171875000001,-0.0800687500000001
breakout_volume_strong,1301,2026-02-25,bull,49.25,53.4,49.0,53.4,106167338,52.8,48.755,46.660714285714285,-0.13320849056603776,-0.11056698113207539
breakout_volume_strong,1303,2025-07-25,range,32.35,34.2,32.0,33.65,90909520,33.0,31.84,30.785714285714285,0.06081666666666665,0.18545434782608697
breakout_volume_strong,1303,2025-07-28,range,34.5,37.0,33.9,37.0,158707489,34.2,33.7305,32.510714285714286,0.06251461126005378,0.13490067024128685
breakout_volume_strong,1303,2025-07-30,range,36.4,39.3,36.05,38.7,256889168,37.3,35.869749999999996,34.378571428571426,0.09492519379844958,0.1530647286821706
breakout_volume_strong,1303,2025-07-31,range,38.7,41.8,37.5,40.95,200542382,39.3,37.3125,35.596428571428575,0.043144974874371876,0.07455201005025139
breakout_volume_strong,1303,2025-08-18,bull,43.7,46.75,43.45,46.25,168198458,44.5,43.23275,40.703571428571436,-0.10255563230605733,-0.2088255579171094
breakout_volume_strong,1303,2025-11-12,bear,46.05,49.8,44.85,49.8,174611856,47.5,44.625750000000004,42.910714285714285,-0.015539922480620173,0.18407248062015494
breakout_volume_strong,1303,2025-11-13,bear,51.6,54.7,50.7,53.8,336947705,49.8,49.550999999999995,47.68214285714286,0.0728448176583493,0.14386209213051818
breakout_volume_strong,1303,2025-11-14,bear,52.1,57.1,52.1,55.6,235389305,54.7,51.8395,49.76428571428571,0.022024564459930306,0.058609930313588875
breakout_volume_strong,1303,2025-12-02,range,61.5,65.5,61.3,64.4,234676835,63.9,60.9935,56.885714285714286,-0.11046538461538455,-0.07969615384615378
breakout_volume_strong,1303,2025-12-03,range,65.0,68.1,64.1,67.7,262513069,65.5,63.77949999999999,59.74999999999999,-0.16544004392386533,-0.17129655929721807
breakout_volume_strong,1303,2026-01-16,bull,71.8,73.8,70.6,73.8,370162871,70.0,69.65,65.92142857142856,-0.0005519867549669049,0.19679900662251662
breakout_volume_strong,1303,2026-01-19,bull,75.5,81.1,74.6,79.4,362661421,73.8,73.431,69.39999999999999,-0.06702021276595757,0.256118085106383
breakout_volume_strong,1304,2025-07-23,bull,10.25,10.8,10.25,10.8,5643868,10.75,10.19875,9.934285714285714,-0.047710465116279056,-0.015152325581395322
breakout_volume_strong,1304,2025-07-30,range,10.6,11.35,10.6,11.15,6559660,11.0,10.546999999999999,10.164285714285715,-0.02797389380530977,-0.05452256637168149
breakout_volume_strong,1304,2025-12-02,range,11.15,12.25,11.15,12.25,14590825,11.65,11.09425,10.682142857142857,-0.10466422924901184,-0.12837964426877477
breakout_volume_strong,1304,2026-03-23,range,15.45,16.55,15.45,16.55,59483647,15.55,15.37275,14.435714285714285,-0.0390826283987916,-0.13878051359516616
breakout_volume_strong,1305,2025-07-30,range,11.55,12.3,11.55,12.1,2719489,12.0,11.49225,11.070714285714287,-0.07523775510204075,-0.022176530612244873
breakout_volume_strong,1305,2025-08-22,bull,12.2,12.75,12.15,12.65,4920053,12.3,12.08925,11.732142857142858,-0.08094881422924913,-0.09280652173913037
breakout_volume_strong,1305,2026-03-19,bull,15.0,15.45,14.5,15.45,25023743,15.0,14.4275,13.45357142857143,0.05628017751479288,-0.13306893491124247
breakout_volume_strong,1305,2026-03-23,range,18.0,18.45,18.0,18.45,21417417,16.95,16.86525,15.839285714285714,-0.05659626865671639,-0.14316343283582098
breakout_volume_strong,1307,2026-02-25,bull,34.55,36.65,34.55,36.15,4135476,34.6,34.37725,33.482142857142854,-0.08053879668049777,-0.06117503457814664
breakout_volume_strong,1308,2025-10-13,range,12.95,13.9,12.95,13.65,17324240,13.2,12.88525,12.610714285714284,-0.04234635036496346,-0.10074051094890499
breakout_volume_strong,1308,2025-12-02,range,13.35,14.55,13.25,14.55,5851269,13.9,13.18375,12.678571428571429,-0.11251666666666668,-0.1291833333333333
breakout_volume_strong,1308,2026-03-23,range,16.95,18.15,16.6,18.15,34177238,17.6,16.517000000000003,15.450000000000001,-0.020555882352941125,-0.10584999999999997
breakout_volume_strong,1309,2025-12-02,range,11.45,12.45,11.35,12.45,3392600,11.8,11.29325,10.92142857142857,-0.10701731517509724,-0.13814571984435794
breakout_volume_strong,1309,2026-03-06,bull,13.0,13.95,12.9,13.95,11050554,13.75,12.8355,12.214285714285715,0.17715653594771244,0.7261761437908495
breakout_volume_strong,1309,2026-03-19,bull,16.5,17.15,16.2,17.15,16373556,16.8,16.119,15.007142857142856,0.3708078249336869,0.007412599469495928
breakout_volume_strong,1312,2026-01-15,bull,12.85,14.1,12.75,13.75,34712317,13.6,12.68625,12.092857142857143,-0.04182122302158273,-0.07779244604316546
breakout_volume_strong,1313,2025-07-28,range,9.9,10.5,9.72,10.45,7642273,10.4,9.6714,9.269285714285715,-0.056581707317073106,0.05268658536585371
breakout_volume_strong,1313,2025-08-18,bull,10.25,11.2,10.25,11.05,14973778,10.8,10.19875,9.760714285714286,-0.09918333333333337,-0.1471833333333333
breakout_volume_strong,1313,2026-03-03,bull,11.4,12.55,11.35,12.55,37238224,11.8,11.29325,10.846428571428572,-0.029196303501945443,-0.02530525291828798
breakout_volume_strong,1313,2026-03-06,bull,12.4,13.5,12.2,13.5,44374083,13.3,12.139,11.560714285714285,-0.11886369863013699,-0.142836301369863
breakout_volume_strong,1319,2026-01-15,bull,100.0,106.0,99.2,105.0,11478792,103.5,98.70400000000001,96.74285714285715,-0.00585,-0.06548302752293575
breakout_volume_strong,1319,2026-01-16,bull,109.0,112.5,107.0,112.0,15936904,106.0,105.47,103.1,-0.028171428571428604,-0.0951357142857143
breakout_volume_strong,1319,2026-01-27,bull,112.5,116.0,110.5,115.0,12412894,114.0,109.9475,106.38571428571429,-0.08918333333333336,-0.19006052631578949
breakout_volume_strong,1325,2025-05-28,range,34.2,36.1,33.2,36.1,9896913,33.8,33.034000000000006,31.617857142857147,-0.1556579385403328,-0.2145567861715749
breakout_volume_strong,1325,2025-05-29,range,39.05,39.7,35.7,39.7,48989962,36.1,35.5215,33.86071428571429,-0.22658170731707314,-0.24731341463414633
breakout_volume_strong,1325,2026-01-28,bull,35.65,35.8,35.0,35.8,3329873,33.2,33.034000000000006,32.02142857142857,-0.17251666666666662,-0.2634257575757576
breakout_volume_strong,1326,2025-07-30,range,26.95,29.6,26.85,29.5,74166989,29.25,26.71575,25.475,-0.019572126929674007,0.040462178387650115
breakout_volume_strong,1326,2025-08-21,bull,28.4,30.9,28.35,30.9,54655473,30.5,28.20825,26.925,-0.09675909090909082,-0.11086567398119115
breakout_volume_strong,1326,2025-11-13,bear,32.5,35.6,32.4,35.6,101051526,32.75,32.238,31.014285714285712,-0.06940932203389835,-0.11036977401129941
breakout_volume_strong,1326,2026-01-26,bull,35.9,38.95,35.9,38.95,44673058,36.5,35.7205,34.24642857142857,0.04299004884004889,0.06618907203907201
breakout_volume_strong,1326,2026-01-28,bull,40.8,44.6,40.45,44.1,97128134,41.95,40.24775,38.52857142857143,-0.06696111111111111,-0.04918333333333345
breakout_volume_strong,1326,2026-02-25,bull,45.7,49.2,45.4,49.2,85759716,46.5,45.173,42.23571428571428,-0.13898008130081305,-0.08918333333333336
breakout_volume_strong,1326,2026-02-26,bull,49.2,52.0,48.5,51.0,134891641,49.2,48.2575,45.38214285714285,-0.20392692307692303,-0.15488846153846156
breakout_volume_strong,1326,2026-04-14,bull,49.9,54.9,49.0,54.6,118775741,52.9,48.755,46.089285714285715,-0.07130454545454543,
breakout_volume_strong,1409,2025-08-15,bull,14.5,16.1,14.0,16.1,45043905,14.9,13.93,13.471428571428572,-0.10825963855421691,-0.14139216867469892
breakout_volume_strong,1409,2025-08-18,bull,16.6,17.7,16.5,17.7,105623992,16.1,16.0195,15.475000000000001,-0.19983907103825135,-0.2244292349726776
breakout_volume_strong,1409,2026-03-13,bull,16.05,16.5,15.75,16.45,25092919,16.2,15.67125,15.217857142857143,-0.05926246290801194,0.014921513353115666
breakout_volume_strong,1414,2025-10-02,range,19.1,19.55,18.75,19.35,840493,19.2,18.65625,18.28214285714286,-0.11667474226804117,-0.10378814432989689
breakout_volume_strong,1419,2025-05-21,range,57.7,61.5,56.2,61.5,5163551,57.6,55.919000000000004,53.978571428571435,0.06705015847860532,-0.0708262282091918
breakout_volume_strong,1419,2025-05-22,range,63.1,67.6,61.1,67.6,6008481,61.5,60.7945,58.57142857142858,0.0026848506401139444,-0.1523649359886202
breakout_volume_strong,1419,2025-05-23,range,70.3,74.3,69.7,74.3,5934468,67.6,67.262,64.78928571428571,-0.14320558408215664,-0.24333395378690634
breakout_volume_strong,1419,2025-05-26,range,77.9,81.7,77.0,81.7,3172008,74.3,73.9285,71.03571428571428,-0.2010595808383233,-0.28129910179640716
breakout_volume_strong,1419,2025-11-24,bear,68.8,74.0,67.8,74.0,2528753,68.0,67.461,64.57142857142857,-0.04530578231292524,-0.003128911564625892
breakout_volume_strong,1434,2025-12-03,range,16.5,17.0,16.4,16.95,4720427,16.9,16.317999999999998,16.014285714285712,-0.09356929824561408,-0.08187339181286554
breakout_volume_strong,1434,2026-01-26,bull,16.65,17.75,16.65,17.6,12884519,17.15,16.56675,16.114285714285714,-0.00018427762039650072,-0.025680028328611805
breakout_volume_strong,1440,2025-11-12,bear,14.1,14.7,14.1,14.6,4864923,14.4,14.029499999999999,13.728571428571428,-0.05006768707482987,-0.029659523809523837
breakout_volume_strong,1449,2026-03-19,bull,12.5,13.05,12.4,13.05,8198476,12.9,12.338000000000001,11.857142857142858,-0.11696111111111104,0.062250358422939155
breakout_volume_strong,1449,2026-04-08,bull,14.5,14.95,13.9,14.95,16596303,14.3,13.8305,13.039285714285715,-0.11243307210031347,
breakout_volume_strong,1466,2026-02-23,bull,17.4,17.9,17.4,17.8,1352909,17.75,17.313,16.710714285714285,-0.06450921787709482,-0.07288910614525132
breakout_volume_strong,1466,2026-02-26,bull,18.4,19.95,18.25,19.95,2981042,18.55,18.15875,17.45357142857143,-0.13206359223300976,-0.17575291262135925
breakout_volume_strong,1471,2026-01-22,bull,10.05,11.05,10.05,11.05,2840909,10.35,9.99975,9.631428571428572,0.05613347107438007,0.0767946280991735
breakout_volume_strong,1471,2026-01-23,bull,12.1,12.15,11.8,12.15,4135296,11.05,10.99475,10.564285714285715,-0.07701104868913852,-0.07701104868913852
breakout_volume_strong,1477,2025-09-03,bull,271.0,281.0,264.5,281.0,6449607,273.0,263.1775,257.85714285714283,0.04033117229129659,-0.011178596802841924
breakout_volume_strong,1477,2025-09-10,bull,279.5,290.0,276.5,290.0,2919832,288.0,275.1175,269.07142857142856,0.006177491408934665,-0.04880532646048106
breakout_volume_strong,1503,2025-08-29,bull,188.5,203.0,188.5,200.5,13942771,194.5,187.5575,182.57142857142858,-0.05463048780487809,-0.13024024390243902
breakout_volume_strong,1503,2026-01-20,bull,205.5,221.5,204.0,218.0,15191806,213.0,202.98,196.03571428571428,-0.008154147465437835,0.0817076036866359
breakout_volume_strong,1503,2026-01-22,bull,223.0,237.0,219.0,237.0,21096114,225.0,217.905,209.17857142857142,-0.12091276150627614,-0.10836046025104604
breakout_volume_strong,1504,2025-08-01,range,54.4,56.1,53.8,56.1,96068632,53.6,53.332,52.06428571428572,-0.016545187165775445,0.20627121212121216
breakout_volume_strong,1504,2025-08-21,bull,58.9,63.8,58.3,63.8,59257962,60.4,58.0085,55.66428571428571,-0.013290476190476165,0.2307571428571428
breakout_volume_strong,1504,2025-08-25,bull,71.8,74.2,70.0,74.2,132132006,70.1,69.65,66.82857142857142,-0.04180206391478012,0.13263202396804266
breakout_volume_strong,1504,2025-09-09,bull,73.2,79.6,72.0,79.6,175355849,75.6,71.64,67.97142857142858,0.1335439393939394,0.32142272727272736
breakout_volume_strong,1504,2025-09-10,bull,82.5,87.5,82.4,87.5,89484817,79.6,79.202,75.42142857142856,0.11693761061946897,0.23861902654867242
breakout_non_bull,1102,2025-11-24,bear,37.55,38.35,37.55,38.35,17047392,38.25,37.362249999999996,36.89285714285714,-0.0045445169712793115,-0.058069321148825105
breakout_non_bull,1102,2025-11-27,range,37.8,38.9,37.8,38.85,8702768,38.4,37.611,37.09642857142857,-0.02384485861182504,-0.06240526992287907
breakout_non_bull,1210,2025-05-26,range,64.2,66.0,63.9,65.7,8223245,65.6,63.5805,62.30714285714285,-0.0862748861911988,-0.07261783004552355
breakout_non_bull,1215,2025-05-16,range,112.0,114.5,112.0,114.5,1935841,111.0,110.445,108.27142857142857,-0.03641768558951961,-0.014583624454148493
breakout_non_bull,1215,2025-10-17,range,141.0,146.0,140.0,146.0,1715263,142.5,139.3,136.39285714285714,-0.060644520547945203,-0.08461712328767121
breakout_non_bull,1218,2025-05-05,range,21.75,22.85,21.7,22.65,18296291,21.75,21.5915,21.24642857142857,-0.056622626931567256,-0.08311269315673284
breakout_non_bull,1227,2025-05-05,range,36.0,38.5,36.0,37.95,5229029,37.0,35.82,35.27142857142857,-0.06884212598425196,-0.13577125984251978
breakout_non_bull,1227,2025-10-15,range,31.55,33.95,31.4,33.95,4712925,32.35,31.243,30.83928571428571,-0.07876666666666673,-0.08471904761904767
breakout_non_bull,1227,2026-04-01,range,30.95,31.1,30.65,31.05,1469915,30.95,30.49675,30.082142857142856,-0.021850000000000015,-0.07944999999999999
breakout_non_bull,1295,2025-06-06,range,90.1,96.9,89.6,96.9,2993617,90.0,89.152,84.55,0.1900262886597938,0.23641804123711344
breakout_non_bull,1295,2025-06-09,range,97.0,106.5,95.1,106.5,2462938,96.9,94.6245,89.44999999999999,0.1655785714285715,0.17034047619047624
breakout_non_bull,1295,2025-06-24,range,123.5,135.0,120.5,134.5,2275973,124.0,119.8975,110.82857142857142,-0.07148706563706561,-0.1641511583011583
breakout_non_bull,1301,2025-07-30,range,39.05,42.65,39.05,42.65,64585068,40.9,38.854749999999996,37.324999999999996,-0.09507363847045189,-0.0788511587485515
breakout_non_bull,1301,2025-11-12,bear,40.2,41.9,39.6,41.35,55869588,41.25,39.402,38.285714285714285,-0.05174371980676327,-0.044497342995169144
breakout_non_bull,1303,2025-07-25,range,32.35,34.2,32.0,33.65,90909520,33.0,31.84,30.785714285714285,0.06081666666666665,0.18545434782608697
breakout_non_bull,1303,2025-07-28,range,34.5,37.0,33.9,37.0,158707489,34.2,33.7305,32.510714285714286,0.06251461126005378,0.13490067024128685
breakout_non_bull,1303,2025-07-30,range,36.4,39.3,36.05,38.7,256889168,37.3,35.869749999999996,34.378571428571426,0.09492519379844958,0.1530647286821706
breakout_non_bull,1303,2025-07-31,range,38.7,41.8,37.5,40.95,200542382,39.3,37.3125,35.596428571428575,0.043144974874371876,0.07455201005025139
breakout_non_bull,1303,2025-11-12,bear,46.05,49.8,44.85,49.8,174611856,47.5,44.625750000000004,42.910714285714285,-0.015539922480620173,0.18407248062015494
breakout_non_bull,1303,2025-11-13,bear,51.6,54.7,50.7,53.8,336947705,49.8,49.550999999999995,47.68214285714286,0.0728448176583493,0.14386209213051818
breakout_non_bull,1303,2025-11-14,bear,52.1,57.1,52.1,55.6,235389305,54.7,51.8395,49.76428571428571,0.022024564459930306,0.058609930313588875
breakout_non_bull,1303,2025-12-02,range,61.5,65.5,61.3,64.4,234676835,63.9,60.9935,56.885714285714286,-0.11046538461538455,-0.07969615384615378
breakout_non_bull,1303,2025-12-03,range,65.0,68.1,64.1,67.7,262513069,65.5,63.77949999999999,59.74999999999999,-0.16544004392386533,-0.17129655929721807
breakout_non_bull,1304,2025-07-30,range,10.6,11.35,10.6,11.15,6559660,11.0,10.546999999999999,10.164285714285715,-0.02797389380530977,-0.05452256637168149
breakout_non_bull,1304,2025-12-02,range,11.15,12.25,11.15,12.25,14590825,11.65,11.09425,10.682142857142857,-0.10466422924901184,-0.12837964426877477
breakout_non_bull,1304,2026-03-23,range,15.45,16.55,15.45,16.55,59483647,15.55,15.37275,14.435714285714285,-0.0390826283987916,-0.13878051359516616
breakout_non_bull,1305,2025-07-30,range,11.55,12.3,11.55,12.1,2719489,12.0,11.49225,11.070714285714287,-0.07523775510204075,-0.022176530612244873
breakout_non_bull,1305,2026-03-23,range,18.0,18.45,18.0,18.45,21417417,16.95,16.86525,15.839285714285714,-0.05659626865671639,-0.14316343283582098
breakout_non_bull,1308,2025-10-13,range,12.95,13.9,12.95,13.65,17324240,13.2,12.88525,12.610714285714284,-0.04234635036496346,-0.10074051094890499
breakout_non_bull,1308,2025-12-02,range,13.35,14.55,13.25,14.55,5851269,13.9,13.18375,12.678571428571429,-0.11251666666666668,-0.1291833333333333
breakout_non_bull,1308,2026-03-23,range,16.95,18.15,16.6,18.15,34177238,17.6,16.517000000000003,15.450000000000001,-0.020555882352941125,-0.10584999999999997
breakout_non_bull,1309,2025-12-02,range,11.45,12.45,11.35,12.45,3392600,11.8,11.29325,10.92142857142857,-0.10701731517509724,-0.13814571984435794
breakout_non_bull,1312,2025-05-09,range,12.0,12.5,11.95,12.45,6806526,12.15,11.89025,11.532142857142857,-0.1699125000000001,-0.1777250000000001
breakout_non_bull,1313,2025-07-28,range,9.9,10.5,9.72,10.45,7642273,10.4,9.6714,9.269285714285715,-0.056581707317073106,0.05268658536585371
breakout_non_bull,1325,2025-05-28,range,34.2,36.1,33.2,36.1,9896913,33.8,33.034000000000006,31.617857142857147,-0.1556579385403328,-0.2145567861715749
breakout_non_bull,1325,2025-05-29,range,39.05,39.7,35.7,39.7,48989962,36.1,35.5215,33.86071428571429,-0.22658170731707314,-0.24731341463414633
breakout_non_bull,1326,2025-07-30,range,26.95,29.6,26.85,29.5,74166989,29.25,26.71575,25.475,-0.019572126929674007,0.040462178387650115
breakout_non_bull,1326,2025-11-13,bear,32.5,35.6,32.4,35.6,101051526,32.75,32.238,31.014285714285712,-0.06940932203389835,-0.11036977401129941
breakout_non_bull,1402,2025-12-02,range,28.65,29.1,28.6,29.0,12572776,28.6,28.457,28.10357142857143,-0.04708711340206193,-0.05052353951890041
breakout_non_bull,1414,2025-10-02,range,19.1,19.55,18.75,19.35,840493,19.2,18.65625,18.28214285714286,-0.11667474226804117,-0.10378814432989689
breakout_non_bull,1419,2025-05-21,range,57.7,61.5,56.2,61.5,5163551,57.6,55.919000000000004,53.978571428571435,0.06705015847860532,-0.0708262282091918
breakout_non_bull,1419,2025-05-22,range,63.1,67.6,61.1,67.6,6008481,61.5,60.7945,58.57142857142858,0.0026848506401139444,-0.1523649359886202
breakout_non_bull,1419,2025-05-23,range,70.3,74.3,69.7,74.3,5934468,67.6,67.262,64.78928571428571,-0.14320558408215664,-0.24333395378690634
breakout_non_bull,1419,2025-05-26,range,77.9,81.7,77.0,81.7,3172008,74.3,73.9285,71.03571428571428,-0.2010595808383233,-0.28129910179640716
breakout_non_bull,1419,2025-11-24,bear,68.8,74.0,67.8,74.0,2528753,68.0,67.461,64.57142857142857,-0.04530578231292524,-0.003128911564625892
breakout_non_bull,1434,2025-12-03,range,16.5,17.0,16.4,16.95,4720427,16.9,16.317999999999998,16.014285714285712,-0.09356929824561408,-0.08187339181286554
breakout_non_bull,1440,2025-11-12,bear,14.1,14.7,14.1,14.6,4864923,14.4,14.029499999999999,13.728571428571428,-0.05006768707482987,-0.029659523809523837
breakout_non_bull,1504,2025-08-01,range,54.4,56.1,53.8,56.1,96068632,53.6,53.332,52.06428571428572,-0.016545187165775445,0.20627121212121216
breakout_non_bull,1504,2025-10-02,range,108.5,114.5,107.0,114.5,162905444,108.0,106.465,100.50714285714285,0.03781812227074246,-0.014583624454148493
breakout_non_bull,1517,2025-10-13,range,12.4,13.75,12.1,13.75,7627766,12.5,12.0395,11.632142857142856,-0.1141532490974729,-0.1719149819494584
breakout_non_bull,1519,2025-06-17,range,533.0,555.0,532.0,551.0,13057149,540.0,529.34,514.2857142857143,0.022619750889679623,0.11870516014234869
breakout_non_bull,1519,2025-10-31,range,655.0,715.0,651.0,715.0,12447108,696.0,647.745,624.7857142857143,-0.044465179760319586,-0.0737594540612517
breakout_non_bull,1519,2025-11-03,range,751.0,786.0,740.0,786.0,16158888,715.0,711.425,685.7857142857143,-0.08335000000000001,-0.12209999999999996
breakout_non_bull,1528,2025-08-01,range,14.55,15.85,14.35,15.85,22809825,14.8,14.27825,13.760714285714286,0.21775248447204945,0.11216242236024834
breakout_non_bull,1528,2025-08-04,range,16.1,17.4,16.05,17.0,59898196,15.85,15.77075,15.164285714285715,0.2676794117647058,0.020620588235294023
breakout_non_bull,1532,2025-11-26,bear,27.3,27.95,27.1,27.95,1731260,27.9,26.9645,26.482142857142858,-0.04663014184397161,-0.05726843971631199
breakout_non_bull,1560,2025-05-15,range,278.5,297.0,277.0,295.0,7461795,288.0,275.615,263.89285714285717,-0.04015531732418529,-0.04015531732418529
breakout_non_bull,1560,2025-06-16,range,283.0,304.0,278.5,299.5,8129816,297.0,277.1075,268.39285714285717,0.019750000000000066,0.10134999999999997
breakout_non_bull,1560,2025-06-24,range,292.0,316.0,291.0,316.0,10186170,315.5,289.545,278.5357142857143,0.06184230769230772,0.047996153846153876
breakout_non_bull,1560,2025-07-08,range,320.0,349.5,318.0,347.0,8480532,334.5,316.41,304.0,-0.013096376811594236,-0.11164710144927534
breakout_non_bull,1560,2025-12-08,range,344.0,365.0,344.0,361.0,10724912,357.5,342.28,332.35714285714283,0.009406588072122045,0.1647463938973647
breakout_non_bull,1582,2026-03-04,range,75.5,83.8,75.5,81.4,16751944,79.0,75.1225,72.74285714285715,0.10789407582938373,0.2737708530805686
breakout_non_bull,1584,2026-02-02,range,24.4,25.8,24.2,25.55,4117985,25.5,24.079,23.464285714285715,-0.07238620352250488,-0.07825704500978478
breakout_non_bull,1587,2025-12-19,range,50.2,51.7,48.8,51.7,3840190,51.3,48.556,46.317857142857136,0.0019777886497064573,0.06851399217221124
breakout_non_bull,1590,2025-10-15,range,874.0,910.0,866.0,902.0,1896933,885.0,861.67,840.1428571428571,-0.021100544662309352,0.04534825708060999
breakout_non_bull,1590,2025-11-05,range,938.0,973.0,922.0,970.0,1787358,960.0,917.39,894.0714285714286,-0.10099170040485825,-0.09896740890688258
breakout_non_bull,1605,2025-11-13,bear,31.7,34.45,31.45,34.45,343584104,32.85,31.292749999999998,29.978571428571428,-0.1495450146627567,-0.1407473607038123
breakout_non_bull,1608,2025-11-04,range,38.5,38.65,38.5,38.65,14707501,36.25,36.06875,34.775,-0.10506671018276756,-0.08287349869451685
breakout_non_bull,1612,2025-06-16,range,36.6,38.0,36.6,37.9,6803982,37.8,36.417,35.58214285714286,-0.029075806451612875,-0.07681774193548382
breakout_non_bull,1616,2025-05-15,range,25.15,27.4,25.15,26.8,13784552,25.8,25.02425,24.253571428571426,-0.020664814814814726,0.25711296296296304
breakout_non_bull,1616,2025-06-16,range,36.5,37.5,35.85,37.5,17093845,36.4,35.67075,34.21071428571429,-0.023526767676767736,-0.1813550505050506
breakout_non_bull,1616,2025-06-17,range,39.6,41.25,39.45,41.25,12950190,37.5,37.3125,35.675,-0.08918333333333336,-0.24037380952380957
breakout_non_bull,1720,2025-12-02,range,62.3,64.9,62.3,64.4,1662746,63.9,61.988499999999995,61.0,-0.08905493066255785,-0.0982999229583976
breakout_non_bull,1722,2025-05-02,range,51.3,56.3,51.2,56.3,7367027,54.1,50.944,50.267857142857146,-0.08122688442211054,-0.1365032663316583
breakout_non_bull,1727,2025-07-28,range,31.0,33.4,30.8,33.4,11055301,30.75,30.59625,29.271428571428572,0.00013802395209596644,0.08097634730538919
breakout_non_bull,1727,2025-11-25,bear,41.75,44.25,41.3,44.25,16065720,43.3,41.0935,38.80714285714285,-0.16380206971677555,0.033365686274509886
breakout_non_bull,1732,2025-05-28,range,28.95,30.95,28.35,30.95,7399752,29.8,28.20825,26.95357142857143,-0.08986976935749588,-0.1359982701812192
breakout_non_bull,1785,2026-03-10,range,69.8,74.8,68.0,74.0,82164947,70.6,67.66,64.62142857142857,0.18748333333333336,0.3941499999999999
breakout_non_bull,1789,2025-10-01,range,18.95,19.7,18.8,19.7,1505407,19.5,18.706,18.30357142857143,-0.08433101265822793,-0.12483734177215197
breakout_non_bull,1795,2025-09-26,range,244.5,255.0,240.0,255.0,16068950,232.0,230.84,224.64285714285714,0.05032977528089879,0.07467434456928848
breakout_non_bull,1802,2025-07-25,range,20.45,20.9,19.75,20.75,146324412,20.25,19.65125,18.807142857142857,0.15395629539951586,0.5462081113801452
breakout_non_bull,1802,2025-07-28,range,20.65,22.8,20.4,22.35,228917755,20.9,20.298,19.310714285714283,0.1168772727272728,0.512331818181818
breakout_non_bull,1802,2025-07-31,range,21.6,23.9,21.1,23.9,175046766,22.8,20.994500000000002,19.78571428571429,0.3028180761099365,0.45503794926004215
breakout_non_bull,1802,2025-08-01,range,23.65,25.5,23.5,25.0,258815942,23.9,23.3825,22.110714285714284,0.3568754509018036,0.4089796593186371
breakout_non_bull,1802,2025-12-09,range,38.25,39.95,37.05,39.9,231810942,39.6,36.864749999999994,34.45357142857142,-0.12056321695760605,-0.12804451371571066
breakout_non_bull,1815,2025-06-04,bear,35.8,39.0,35.8,39.0,233057576,36.9,35.620999999999995,34.05714285714286,-0.03280763799743267,-0.08415551989730438
breakout_non_bull,1815,2025-06-05,range,38.95,39.7,37.9,39.2,166686937,39.0,37.710499999999996,36.135714285714286,-0.05188580562659859,-0.09792161125319696
breakout_non_bull,1815,2025-07-31,range,50.0,54.6,49.9,54.6,208516736,51.4,49.6505,46.58571428571428,0.3317883763837638,0.2856629151291511
breakout_non_bull,1815,2025-11-12,bear,86.9,91.3,86.9,91.3,143692134,83.1,82.6845,77.95714285714286,-0.18125106951871658,-0.09568957219251348
breakout_non_bull,1903,2025-05-16,range,56.2,57.6,55.3,57.6,3405751,55.2,54.924,52.86785714285715,0.05056025641025643,-0.0024311965811965935
breakout_non_bull,1903,2025-05-19,range,58.5,63.3,56.8,63.1,16044671,57.6,56.516,54.05357142857142,-0.04105000000000001,-0.07944999999999999
breakout_non_bull,1903,2025-05-23,range,65.8,72.6,65.8,72.6,14787623,69.2,65.471,62.364285714285714,-0.1757130136986301,-0.23872671232876716
breakout_non_bull,1904,2025-11-14,bear,18.25,18.95,18.15,18.85,3561111,18.35,18.05925,17.82142857142857,-0.02436851851851838,-0.05082354497354489
breakout_non_bull,1905,2026-03-30,range,16.0,16.9,16.0,16.9,18041618,15.4,15.323,14.764285714285714,-0.21197813370473537,-0.26768844011142057
breakout_non_bull,1905,2026-03-31,range,17.95,18.55,17.7,18.55,39064303,16.9,16.8155,16.160714285714285,-0.13159850299401196,-0.22740688622754487
